,svd_0,svd_1,svd_2,svd_3,svd_4,svd_5,svd_6,svd_7,svd_8,svd_9,svd_10,svd_11,svd_12,svd_13,svd_14,svd_15,svd_16,svd_17,svd_18,svd_19,svd_20,svd_21,svd_22,svd_23,svd_24,svd_25,svd_26,svd_27,svd_28,svd_29,svd_30,svd_31,svd_32,svd_33,svd_34,svd_35,svd_36,svd_37,svd_38,svd_39,svd_40,svd_41,svd_42,svd_43,svd_44,svd_45,svd_46,svd_47,svd_48,svd_49,word_count,uniqueword_count,char_count,word_density,stopword_count,punct_count,upperword_count,firstword_count,adj,adv,noun,pron,verb,label
0,0.01740865110337087,0.013810799014863706,0.08125229136916438,0.03819486343764268,-0.026954920853640842,-0.006100710653747028,-0.01709791793030114,-0.002123202717554992,0.06360544990488295,-0.02183037345726285,-0.0350960826934696,-0.031631388549560956,-0.007501605683802288,-0.020810999344673217,-0.0311846647032716,-0.02489766039337572,-0.036301231594830646,0.030825844679665346,-0.004490295622822009,-0.028332742538215883,-0.005109675535074352,-0.019537494269120444,-0.003787658927022551,-0.013354195195818298,-0.046233477323308445,0.02113303060370829,0.0196361937710741,-0.014401901391574136,0.007103544838062458,-0.0005936984749727895,0.005287580340807006,0.017390585784082657,-0.009802934872610417,0.0015850498457675945,-0.018316461129878208,0.013223048117308239,-0.0016768344097224516,-0.00844813560294872,0.01676693897557782,0.0015069565049301858,0.004716750703001545,0.0015545136558363713,0.02598539367584941,-0.006513916772125069,0.0023835068960510663,0.050841734404123456,-0.005018412994983474,-0.018968371454838696,0.004491643390150801,0.00553074031329567,159,114,1163,7.26875,49,16,1,30,18,2,80,3,11,tasks
1,0.009597967511968909,0.012862815401423058,0.06439290281012701,0.03220848360136545,-0.0022856763426625164,-0.019359386582797216,-0.008137169975623542,-0.0006421498055476334,0.034474790467694846,-0.0026676278558706115,-0.03239329004681798,-0.013046696659057925,-0.000607409995910941,-0.0126710371824675,-0.017557217239479225,-0.02325413566052109,-0.026876747744242705,0.018741866426210584,-0.0054792329087766595,-0.011600802510028254,0.012872755624635475,-0.007199292140729656,-0.0026462569596672437,0.0021641049197489203,-0.03775486867977682,-0.0023794186395422624,0.001256204126794557,0.016204808690046573,-0.0007471820123632375,-0.015457226609029711,-0.0017815398098780287,0.006162784663598314,-0.016936709582836922,0.01873254649177973,-0.01346297776992727,0.004131279173296624,5.036286643900715e-05,-9.162265178800318e-05,0.0057882284958676086,-0.003416076280410856,-0.015061572630129636,-0.004724970823739832,0.005879204557726456,-0.006543145729023627,-0.0008700159210327046,0.03268827189480477,-0.012826756213191745,0.005755442486006889,-0.0015825369264941419,0.014283268896050107,87,68,626,7.113636363636363,25,11,1,19,7,2,44,1,7,tasks
2,0.019156469789399038,0.02790955903910418,0.20356906068435038,0.6630327201662672,0.6065020015261035,-0.3096378076754834,0.031051426089513227,0.05576015045846919,-0.10793539580611676,0.022816705188445186,0.02440692809483031,0.024593813626095702,0.006904261711372799,0.04221460641191287,0.02836627468955941,0.030989460470367384,0.026520833894980722,-0.017142791359086838,0.008538979736416154,0.023012154432327587,-0.006732163915604365,0.014422374699027006,-0.00613222544414026,-0.0028070609886176544,0.03784317700735169,0.007188043058566345,-0.014533583212337282,0.0010591199700657873,0.004426738990359737,0.004647165561517244,-0.013066122750011185,-0.005395148097916213,0.0034790651448243968,0.0002903468473989045,-0.0020559159619470114,-0.010508766002926332,-0.007627969733540171,-0.002958098163210185,-0.001110928207566568,0.0037511190276721634,0.003240140068141022,-0.008687967530110027,0.0030454876992328447,0.005627184667406955,-0.006077951245545104,-0.01716384809700691,0.005191780827223695,-0.004807600648704837,0.0022074275896466922,-0.00459363222984934,240,150,1725,7.157676348547718,67,12,5,59,27,1,127,1,24,tasks
3,0.020337488521108164,0.008370553763553341,0.07548384182038857,0.09577926213068197,0.07726050385603131,0.024105797265610015,-0.00031888079784960573,-0.009462392399365598,0.012279557155991534,-0.011903372491299073,-0.01282380109842379,-0.016892951214371666,-0.01102954159419073,-0.015112368341045318,-0.017878059854220318,-0.013910858683828003,-0.012379365985099188,0.010371345029794256,-0.0054956200853154575,-0.010281267777523901,0.010254613489697632,-0.022712536306851782,0.0069747153949764945,0.0025453127308864157,-0.022718692049598085,-0.00534970670656924,0.007405045916252926,0.0004906065287681662,-0.007915798603584363,-0.004951099936833683,0.0013403597497167595,0.011256514468552555,-0.013186536429736492,-0.0019322977837688362,-0.008634504376852986,0.004687605294634039,-0.00798255195662547,0.015127763649042851,-0.007385101225998238,-0.006324711391581762,0.0007450608739628113,-0.004923735120611146,0.0011055165765021472,-0.00513831467996867,0.011733538743955876,0.015056065847565322,-0.011357825056254083,0.0008597400068291105,-0.014214173144106392,-0.0015588234186109603,171,116,1226,7.127906976744186,57,12,7,28,13,3,80,0,19,tasks
4,0.025884299771763347,0.028128530936187755,0.14907844141119173,0.09999655527657346,-0.01920688880852052,-0.012839770488845348,0.03391818184111469,-0.008996915948329763,0.09182233184122526,-0.002723116271440352,-0.04450855038075179,-0.03182802545895124,-0.014170776345776416,-0.10164155537897747,-0.09814032401870382,-0.02057281452422729,-0.017193123981887652,0.020840355661808148,-0.012036977557189042,-0.04732447724996131,0.024876672783316844,-0.04709863494660326,0.01682373841114885,-0.008904778813265875,-0.10693995718171918,-0.03127670362428602,0.0429776824402164,-0.016265660755445877,-0.029270913910654985,0.01339788143607904,0.01636886799742497,0.039475644963513946,-0.005638643881134448,0.02778789854243892,0.02015643039124546,-0.009753826383588899,-0.027821375550285285,0.03690096353135059,0.001879100200275137,-0.06002942930542024,-0.018864322824254556,-0.006292899098222241,0.02319766706113229,-0.09706431088577665,0.10000597163924607,0.1834467174058835,-0.052645620202028794,0.17342661689076727,0.006747774536279812,-0.053289355057265,437,254,3100,7.077625570776256,137,62,4,66,50,4,190,7,46,tasks
5,0.02058832134305609,0.01651277297493138,0.12883630946276187,-0.024455193451611762,0.010713581843675482,-0.015967380204412962,-0.006804173000876137,0.0045112304790404815,0.010328807017417431,-0.00189706668810983,0.009998577119501912,-0.006768744650243618,-0.012579434011376697,-0.0002725451316621939,0.003397275261055244,-0.004738329122784004,-0.0017003792892468091,0.0012228174239157182,0.00048305479497405676,-0.0006490249343791694,0.016247121592260917,0.00033824192790576414,0.006462397174352184,-0.0011825358895751934,-0.000841552798751183,0.0011495941077615916,-0.0014648409236656648,-0.007723375221828324,0.0010666296270869175,0.00560918106150563,0.005401809052284086,-0.013018536914179766,0.029484654234988854,-0.009338670061758352,-0.0038003754173595704,0.008455230116266269,0.014718203435395542,-0.016201766899776135,-0.01681521799032093,0.027831244632501154,0.010270079768879465,0.007093881456766418,-0.018225521240491534,-0.0030041671191037914,-0.010701393879781987,-0.03458754108872964,0.0013764641055563987,0.009533670789406076,-0.02306808882781817,0.0067929643368871435,168,120,1118,6.615384615384615,52,44,9,16,24,1,65,8,21,profile
6,0.0020960693311933,0.03305943944163258,0.013131923147543908,0.031421370966402844,0.0013371985863772668,-0.009309780047948739,-0.007621327838614451,-0.025678440956086658,-0.006788949691113436,0.05035993122662198,0.0032961035326837143,-0.005516779823235023,-0.00589543117347806,-0.008754061160697386,0.029099456153599844,-0.021572123403423724,0.07151899304968598,-0.0039843212089645435,-0.022638294484784043,-0.014220528333188223,-0.004303860077301522,-0.026427105413293156,-0.016619683111025022,0.0083244294214298,-0.019275407514963632,-0.03151852287435802,0.0024580998073392155,-0.03578538013605929,-0.013881503401551202,0.039236250501181416,-0.06447716138452769,0.09515450966070052,0.0685930931777499,-0.0257856032930798,-0.05713654748299797,0.11106883579615685,0.9169284905925137,0.11008211042543861,-0.0853556739587869,0.0904456729197866,0.11143657820443217,0.053586153275575754,-0.1333544297685219,-0.06728242353246382,0.0700140449951155,0.04161019912272798,-0.017687576813071496,0.03593730843413259,0.01690119241915869,-0.03764073754401567,3,3,19,4.75,0,0,0,3,0,0,2,0,1,benefits
7,0.03045843483725403,0.005835842918796119,0.057773283263625144,0.04068992280642272,-0.05472661624340277,0.02726435876643619,-0.040004497806446826,-0.05485481835684146,-0.09319676787241947,-0.03602594540555718,0.013072274322986297,8.134880283347046e-05,0.02938250881381845,-0.04054450193895661,-0.0009914548858492235,-0.02694439494730934,-0.013184661521041198,-0.13921106704317535,-0.03945872673517568,-0.0024302224685220967,-0.04124687614735688,0.06092414708913324,-0.025059109412638968,-0.05774459207449897,0.01445497746378694,0.04501660591726629,-0.0508152809176934,0.0024149171867783193,-0.009264719926075676,-0.06794816401078625,0.029223999292329793,-0.05766788465203607,-0.025264613639555938,-0.001256284804601198,-0.04402923259681412,0.006673695573625605,0.0028523294054312257,-0.03354404446099765,0.040825351781238035,-0.022869729103039457,-0.03174059190254113,0.03500317266925582,-0.027579980185329065,-0.04157470566125839,-0.03176712805476041,0.11092088262389665,0.04595195614841503,0.06624354354217414,-0.05708560483956265,-0.04976268471319966,29,24,165,5.5,11,2,0,2,5,0,9,0,3,benefits
8,0.05363476195275615,0.020618334257183325,0.10082899908464274,0.04173393714418198,-0.05994669816170534,0.021231057620200878,-0.050484759854739575,-0.06272549256622845,-0.11218628144187687,-0.06662523236614816,0.03302421026015479,0.002664482211526658,0.01847736395707111,-0.055184724625315845,-0.005123400812615227,-0.018961836524332937,-0.01598808219593551,0.07310811169893307,0.01455174071936784,0.00724761941192248,-0.014828131087135916,-0.003936196774610241,-0.04023603271445918,0.013518997093434851,0.009179948519074946,-0.02338526291059725,0.049386544509671254,-0.01563895081843792,-0.052052993224704136,-0.04883696818538587,-0.01984303742982772,-0.03204533256475344,-0.02345348329911076,0.06388494401947306,-0.04433345542873898,0.033418641505718626,-0.031192711897402473,0.012612755996190727,-0.11006541915912973,0.04305582134574673,-0.09227498584222592,-0.08604216936674043,-0.01115983251503713,0.038677601170653234,0.10197513475509176,0.050109708589156594,0.23719475728142672,-0.10915246935322287,-0.29753400103679656,-0.1759541936121452,57,50,411,7.086206896551724,13,7,1,11,10,2,25,0,7,benefits
9,0.0006367469342624295,0.0009273376022739079,0.005775711535436376,0.003109817489419497,-0.003452240064856207,-0.0005799218015653942,-0.001715912955760257,-0.002029589238949604,0.006889088149978593,-0.003242608927471921,-0.0036572915192636815,-0.003744609512477665,-0.001785587400285509,-0.004040382815642345,-0.0033626521492520836,-0.006607442499795683,-0.004717942890093945,0.0008668340168841008,-0.0016854087251471207,-0.006851832256458,0.0023591353182158058,-0.005560417122762407,-0.0011525610725012865,0.003198441946665663,-0.0023221691486662883,-0.0022597225652304927,-0.0022493809004846856,0.0016174407248138064,-0.0014723140169161629,-0.0029738429737506218,-0.0008870618987829363,0.006659550083701055,-0.0012159290012369883,0.0034958847283760555,-0.002482680808529417,-0.003715232118286169,0.0023171123940899457,0.010788901307673298,-0.013516966263125978,0.003323090043584234,0.005586820564892647,-0.0014870058746732126,0.035348587054891814,0.03382897212311964,0.007313602450496326,-0.0031918580333774997,0.05311544138388217,-0.029374475923286243,0.027925849794950414,0.3139205513134785,89,75,655,7.277777777777778,2,20,2,25,9,1,64,0,9,company
